TransactionID,TransactionDT,TransactionAmt,ProductCD,card4,card6,Device_Is_New,P_emaildomain
30132,2026-02-07 06:07:01.652807,0.41,C,visa,credit,0,gmail.com
30133,2026-02-07 06:06:01.652809,221.85,W,mastercard,debit,0,gmail.com
30134,2026-02-07 06:05:01.652811,109.41,H,visa,credit,1,anon.net
30135,2026-02-07 06:04:01.652813,24.27,H,mastercard,credit,0,yahoo.com
30136,2026-02-07 06:03:01.652815,168.21,H,visa,credit,0,anon.net
30137,2026-02-07 06:02:01.652817,69.59,W,amex,credit,0,anon.net
30138,2026-02-07 06:01:01.652820,211.71,W,visa,debit,0,gmail.com
30139,2026-02-07 06:00:01.652822,4.88,H,amex,credit,0,gmail.com
30140,2026-02-07 05:59:01.652825,0.02,C,mastercard,credit,0,gmail.com
30141,2026-02-07 05:58:01.652827,105.24,H,mastercard,credit,0,corporate.com
30142,2026-02-07 05:57:01.652830,168.01,R,amex,credit,0,gmail.com
30143,2026-02-07 05:56:01.652832,20.91,C,mastercard,debit,0,gmail.com
30144,2026-02-07 05:55:01.652835,38.38,H,visa,credit,0,corporate.com
30145,2026-02-07 05:54:01.652837,83.89,R,visa,debit,0,gmail.com
30146,2026-02-07 05:53:01.652840,68.1,W,amex,credit,0,anon.net
30147,2026-02-07 05:52:01.652843,33.64,W,mastercard,debit,0,gmail.com
30148,2026-02-07 05:51:01.652845,52.6,W,visa,debit,1,yahoo.com
30149,2026-02-07 05:50:01.652848,85.6,W,amex,credit,0,anon.net
30150,2026-02-07 05:49:01.652851,20.93,H,visa,debit,0,corporate.com
30151,2026-02-07 05:48:01.652854,18.01,H,mastercard,debit,0,yahoo.com
30152,2026-02-07 05:47:01.652856,19.52,W,visa,credit,1,corporate.com
30153,2026-02-07 05:46:01.652859,57.47,W,amex,debit,0,yahoo.com
30154,2026-02-07 05:45:01.652861,69.13,H,visa,debit,0,gmail.com
30155,2026-02-07 05:44:01.652864,4.34,R,mastercard,debit,0,corporate.com
30156,2026-02-07 05:43:01.652867,12.3,W,amex,credit,0,gmail.com
30157,2026-02-07 05:42:01.652870,91.54,H,mastercard,debit,0,yahoo.com
30158,2026-02-07 05:41:01.652873,233.28,H,amex,credit,0,yahoo.com
30159,2026-02-07 05:40:01.652875,41.94,C,amex,debit,0,anon.net
30160,2026-02-07 05:39:01.652878,4.41,W,visa,credit,0,anon.net
30161,2026-02-07 05:38:01.652880,115.2,C,amex,debit,0,yahoo.com
30162,2026-02-07 05:37:01.652883,94.13,R,amex,credit,0,corporate.com
30163,2026-02-07 05:36:01.652885,141.05,H,visa,credit,0,corporate.com
30164,2026-02-07 05:35:01.652888,84.44,W,mastercard,credit,1,yahoo.com
30165,2026-02-07 05:34:01.652891,28.15,W,visa,credit,0,corporate.com
30166,2026-02-07 05:33:01.652893,100.52,H,amex,debit,0,gmail.com
30167,2026-02-07 05:32:01.652896,48.34,H,visa,credit,0,corporate.com
30168,2026-02-07 05:31:01.652899,30.29,W,mastercard,credit,0,yahoo.com
30169,2026-02-07 05:30:01.652901,216.02,W,amex,credit,0,gmail.com
30170,2026-02-07 05:29:01.652904,186.78,H,visa,credit,1,corporate.com
30171,2026-02-07 05:28:01.652906,110.06,W,amex,credit,0,yahoo.com
30172,2026-02-07 05:27:01.652909,19.37,W,visa,credit,1,anon.net
30173,2026-02-07 05:26:01.652912,55.42,W,mastercard,credit,1,corporate.com
30174,2026-02-07 05:25:01.652914,62.34,R,mastercard,credit,0,yahoo.com
30175,2026-02-07 05:24:01.652917,30.99,H,amex,credit,0,anon.net
30176,2026-02-07 05:23:01.652919,11.74,R,visa,debit,0,gmail.com
30177,2026-02-07 05:22:01.652922,4.43,H,amex,credit,0,anon.net
30178,2026-02-07 05:21:01.652925,21.55,C,amex,credit,0,corporate.com
30179,2026-02-07 05:20:01.652927,60.59,W,mastercard,debit,0,gmail.com
30180,2026-02-07 05:19:01.652930,206.17,W,visa,credit,0,corporate.com
30181,2026-02-07 05:18:01.652933,111.01,H,mastercard,credit,0,anon.net
30182,2026-02-07 05:17:01.652936,295.12,C,mastercard,debit,0,anon.net
30183,2026-02-07 05:16:01.652938,24.76,W,visa,debit,0,yahoo.com
30184,2026-02-07 05:15:01.652941,199.32,H,visa,credit,0,yahoo.com
30185,2026-02-07 05:14:01.652943,96.64,W,visa,debit,0,yahoo.com
30186,2026-02-07 05:13:01.652946,239.72,C,amex,credit,0,yahoo.com
30187,2026-02-07 05:12:01.652948,223.59,R,amex,credit,0,gmail.com
30188,2026-02-07 05:11:01.652951,148.78,H,mastercard,debit,0,corporate.com
30189,2026-02-07 05:10:01.652953,38.84,H,mastercard,credit,0,yahoo.com
30190,2026-02-07 05:09:01.652956,385.51,W,mastercard,credit,1,anon.net
30191,2026-02-07 05:08:01.652958,312.81,W,visa,credit,1,corporate.com
30192,2026-02-07 05:07:01.652962,78.29,R,visa,credit,0,yahoo.com
30193,2026-02-07 05:06:01.652965,118.18,W,mastercard,credit,0,corporate.com
30194,2026-02-07 05:05:01.652967,223.25,W,mastercard,credit,0,corporate.com
30195,2026-02-07 05:04:01.652970,364.5,H,amex,credit,0,anon.net
30196,2026-02-07 05:03:01.652972,118.35,H,amex,debit,0,corporate.com
30197,2026-02-07 05:02:01.652975,120.71,R,visa,credit,0,anon.net
30198,2026-02-07 05:01:01.652977,115.2,H,mastercard,debit,0,yahoo.com
30199,2026-02-07 05:00:01.652980,59.93,W,mastercard,debit,0,corporate.com
30200,2026-02-07 04:59:01.652982,44.98,H,amex,debit,1,gmail.com
30201,2026-02-07 04:58:01.652985,70.96,H,visa,debit,0,yahoo.com
30202,2026-02-07 04:57:01.652988,59.48,W,visa,credit,0,anon.net
30203,2026-02-07 04:56:01.652990,91.78,W,mastercard,credit,0,yahoo.com
30204,2026-02-07 04:55:01.652993,98.79,H,mastercard,debit,1,yahoo.com
30205,2026-02-07 04:54:01.652996,61.67,H,mastercard,debit,0,anon.net
30206,2026-02-07 04:53:01.652998,9.28,C,amex,debit,0,gmail.com
30207,2026-02-07 04:52:01.653001,42.85,W,amex,debit,0,yahoo.com
30208,2026-02-07 04:51:01.653004,17.84,H,mastercard,credit,0,corporate.com
30209,2026-02-07 04:50:01.653006,42.5,H,visa,credit,0,gmail.com
30210,2026-02-07 04:49:01.653009,17.1,W,amex,credit,0,yahoo.com
30211,2026-02-07 04:48:01.653012,169.75,H,visa,debit,1,anon.net
30212,2026-02-07 04:47:01.653014,25.47,W,visa,credit,0,gmail.com
30213,2026-02-07 04:46:01.653017,90.01,C,visa,credit,0,yahoo.com
30214,2026-02-07 04:45:01.653020,116.66,H,visa,debit,0,anon.net
30215,2026-02-07 04:44:01.653023,221.46,H,amex,credit,0,gmail.com
30216,2026-02-07 04:43:01.653026,368.67,H,visa,credit,0,yahoo.com
30217,2026-02-07 04:42:01.653028,26.75,R,visa,debit,0,corporate.com
30218,2026-02-07 04:41:01.653031,252.95,H,amex,credit,0,corporate.com
30219,2026-02-07 04:40:01.653033,578.69,W,amex,credit,0,yahoo.com
30220,2026-02-07 04:39:01.653036,51.16,C,mastercard,debit,0,gmail.com
30221,2026-02-07 04:38:01.653039,33.43,C,amex,credit,0,yahoo.com
30222,2026-02-07 04:37:01.653041,12.22,C,mastercard,credit,0,corporate.com
30223,2026-02-07 04:36:01.653044,81.8,W,visa,credit,0,yahoo.com
30224,2026-02-07 04:35:01.653047,27.64,H,mastercard,credit,0,anon.net
30225,2026-02-07 04:34:01.653050,6.69,H,visa,debit,0,corporate.com
30226,2026-02-07 04:33:01.653052,124.43,W,mastercard,debit,0,gmail.com
30227,2026-02-07 04:32:01.653054,122.56,W,visa,debit,0,gmail.com
30228,2026-02-07 04:31:01.653057,60.12,C,amex,credit,0,yahoo.com
30229,2026-02-07 04:30:01.653060,9.63,H,amex,credit,0,yahoo.com
30230,2026-02-07 04:29:01.653063,158.83,W,visa,credit,0,corporate.com
30231,2026-02-07 04:28:01.653065,8.32,W,visa,debit,0,corporate.com
30232,2026-02-07 04:27:01.653068,21.32,C,amex,credit,0,gmail.com
30233,2026-02-07 04:26:01.653071,235.77,H,visa,credit,0,yahoo.com
30234,2026-02-07 04:25:01.653074,157.93,H,mastercard,debit,0,anon.net
30235,2026-02-07 04:24:01.653076,104.52,C,amex,credit,0,gmail.com
30236,2026-02-07 04:23:01.653079,122.67,W,visa,credit,0,yahoo.com
30237,2026-02-07 04:22:01.653081,84.59,W,mastercard,debit,0,anon.net
30238,2026-02-07 04:21:01.653084,54.14,R,mastercard,debit,0,anon.net
30239,2026-02-07 04:20:01.653087,131.02,W,mastercard,debit,0,gmail.com
30240,2026-02-07 04:19:01.653090,124.58,H,mastercard,credit,0,anon.net
30241,2026-02-07 04:18:01.653092,238.53,R,amex,credit,0,yahoo.com
30242,2026-02-07 04:17:01.653095,216.47,W,mastercard,credit,0,corporate.com
30243,2026-02-07 04:16:01.653098,67.67,C,amex,credit,0,corporate.com
30244,2026-02-07 04:15:01.653100,95.63,W,mastercard,credit,0,gmail.com
30245,2026-02-07 04:14:01.653103,207.14,H,visa,debit,0,yahoo.com
30246,2026-02-07 04:13:01.653106,314.0,W,mastercard,debit,0,anon.net
30247,2026-02-07 04:12:01.653108,15.32,H,mastercard,credit,0,anon.net
30248,2026-02-07 04:11:01.653111,18.66,H,amex,credit,0,corporate.com
30249,2026-02-07 04:10:01.653114,305.73,C,amex,credit,0,gmail.com
30250,2026-02-07 04:09:01.653116,6.26,W,visa,credit,0,corporate.com
30251,2026-02-07 04:08:01.653119,3.12,C,amex,credit,0,yahoo.com
30252,2026-02-07 04:07:01.653122,26.91,C,visa,credit,0,corporate.com
30253,2026-02-07 04:06:01.653124,70.98,H,mastercard,debit,0,gmail.com
30254,2026-02-07 04:05:01.653127,25.69,W,amex,debit,0,corporate.com
30255,2026-02-07 04:04:01.653130,24.36,W,mastercard,debit,0,gmail.com
30256,2026-02-07 04:03:01.653132,189.05,R,visa,debit,0,gmail.com
30257,2026-02-07 04:02:01.653135,88.43,H,visa,debit,0,anon.net
30258,2026-02-07 04:01:01.653138,14.39,R,amex,debit,0,anon.net
30259,2026-02-07 04:00:01.653141,115.66,H,amex,credit,0,yahoo.com
30260,2026-02-07 03:59:01.653144,9.65,H,mastercard,credit,0,corporate.com
30261,2026-02-07 03:58:01.653147,18.29,W,mastercard,debit,0,corporate.com
30262,2026-02-07 03:57:01.653149,97.28,W,visa,credit,1,corporate.com
30263,2026-02-07 03:56:01.653152,27.51,W,mastercard,credit,0,anon.net
30264,2026-02-07 03:55:01.653155,184.24,R,mastercard,credit,0,yahoo.com
30265,2026-02-07 03:54:01.653158,134.57,W,amex,credit,0,corporate.com
30266,2026-02-07 03:53:01.653160,577.75,H,mastercard,debit,0,anon.net
30267,2026-02-07 03:52:01.653163,2.28,R,visa,debit,0,gmail.com
30268,2026-02-07 03:51:01.653165,167.69,H,mastercard,debit,0,yahoo.com
30269,2026-02-07 03:50:01.653168,4.54,W,visa,credit,0,corporate.com
30270,2026-02-07 03:49:01.653171,0.44,H,amex,debit,1,yahoo.com
30271,2026-02-07 03:48:01.653174,27.3,H,mastercard,debit,0,corporate.com
30272,2026-02-07 03:47:01.653177,14.26,W,mastercard,credit,1,yahoo.com
30273,2026-02-07 03:46:01.653179,15.46,W,visa,debit,0,gmail.com
30274,2026-02-07 03:45:01.653182,29.26,W,visa,credit,0,anon.net
30275,2026-02-07 03:44:01.653185,9.87,C,mastercard,debit,0,anon.net
30276,2026-02-07 03:43:01.653188,137.0,W,amex,credit,0,yahoo.com
30277,2026-02-07 03:42:01.653190,97.46,W,amex,credit,0,corporate.com
30278,2026-02-07 03:41:01.653193,74.69,W,amex,debit,0,anon.net
30279,2026-02-07 03:40:01.653196,76.87,W,mastercard,debit,0,gmail.com
30280,2026-02-07 03:39:01.653199,75.62,W,visa,debit,0,gmail.com
30281,2026-02-07 03:38:01.653201,94.66,W,amex,debit,0,anon.net
30282,2026-02-07 03:37:01.653204,53.82,H,mastercard,credit,0,anon.net
30283,2026-02-07 03:36:01.653207,22.5,W,mastercard,credit,1,anon.net
30284,2026-02-07 03:35:01.653210,110.6,W,visa,debit,0,yahoo.com
30285,2026-02-07 03:34:01.653212,348.01,W,mastercard,debit,1,yahoo.com
30286,2026-02-07 03:33:01.653215,3.97,R,visa,debit,0,corporate.com
30287,2026-02-07 03:32:01.653218,112.73,R,visa,credit,0,corporate.com
30288,2026-02-07 03:31:01.653220,234.22,W,mastercard,debit,0,anon.net
30289,2026-02-07 03:30:01.653223,38.49,C,visa,credit,0,anon.net
30290,2026-02-07 03:29:01.653226,200.47,H,mastercard,credit,0,yahoo.com
30291,2026-02-07 03:28:01.653229,28.68,H,visa,credit,0,yahoo.com
30292,2026-02-07 03:27:01.653231,22.11,R,visa,credit,0,anon.net
30293,2026-02-07 03:26:01.653234,250.52,C,visa,credit,0,gmail.com
30294,2026-02-07 03:25:01.653237,78.54,R,mastercard,debit,0,corporate.com
30295,2026-02-07 03:24:01.653239,236.89,H,amex,credit,0,gmail.com
30296,2026-02-07 03:23:01.653242,19.02,W,mastercard,credit,0,anon.net
30297,2026-02-07 03:22:01.653245,247.51,W,visa,credit,0,corporate.com
30298,2026-02-07 03:21:01.653248,93.24,R,amex,credit,0,corporate.com
30299,2026-02-07 03:20:01.653250,121.08,C,visa,credit,0,corporate.com
30300,2026-02-07 03:19:01.653253,23.16,W,visa,credit,0,anon.net
30301,2026-02-07 03:18:01.653256,5.47,R,mastercard,debit,0,anon.net
30302,2026-02-07 03:17:01.653258,107.0,C,amex,debit,0,corporate.com
30303,2026-02-07 03:16:01.653261,18.14,C,visa,debit,0,yahoo.com
30304,2026-02-07 03:15:01.653264,108.61,W,visa,debit,0,anon.net
30305,2026-02-07 03:14:01.653267,126.09,R,visa,debit,0,gmail.com
30306,2026-02-07 03:13:01.653269,72.45,W,visa,debit,0,yahoo.com
30307,2026-02-07 03:12:01.653272,123.03,W,visa,debit,0,anon.net
30308,2026-02-07 03:11:01.653275,43.2,W,visa,credit,0,yahoo.com
30309,2026-02-07 03:10:01.653277,61.78,C,mastercard,credit,0,anon.net
30310,2026-02-07 03:09:01.653280,92.77,W,mastercard,debit,0,anon.net
30311,2026-02-07 03:08:01.653283,97.22,H,visa,credit,0,yahoo.com
30312,2026-02-07 03:07:01.653286,310.08,W,amex,credit,0,corporate.com
30313,2026-02-07 03:06:01.653288,19.44,C,visa,credit,0,gmail.com
30314,2026-02-07 03:05:01.653291,40.28,W,visa,credit,0,gmail.com
30315,2026-02-07 03:04:01.653294,41.45,W,visa,debit,1,gmail.com
30316,2026-02-07 03:03:01.653296,1.89,H,mastercard,credit,0,yahoo.com
30317,2026-02-07 03:02:01.653299,95.12,W,visa,debit,1,corporate.com
30318,2026-02-07 03:01:01.653309,47.46,H,mastercard,debit,1,corporate.com
30319,2026-02-07 03:00:01.653312,314.04,W,visa,debit,0,anon.net
30320,2026-02-07 02:59:01.653315,55.06,C,visa,debit,0,anon.net
30321,2026-02-07 02:58:01.653318,44.76,R,mastercard,debit,0,corporate.com
30322,2026-02-07 02:57:01.653320,53.46,W,amex,credit,0,anon.net
30323,2026-02-07 02:56:01.653323,75.55,W,visa,credit,0,gmail.com
30324,2026-02-07 02:55:01.653326,34.01,R,amex,debit,0,corporate.com
30325,2026-02-07 02:54:01.653328,26.27,C,mastercard,credit,1,yahoo.com
30326,2026-02-07 02:53:01.653331,161.22,C,visa,debit,0,corporate.com
30327,2026-02-07 02:52:01.653334,104.4,R,amex,credit,0,corporate.com
30328,2026-02-07 02:51:01.653337,278.25,W,amex,debit,0,anon.net
30329,2026-02-07 02:50:01.653339,26.13,R,visa,credit,0,yahoo.com
30330,2026-02-07 02:49:01.653342,31.99,W,amex,debit,0,anon.net
30331,2026-02-07 02:48:01.653345,58.01,C,amex,debit,0,corporate.com
30332,2026-02-07 02:47:01.653347,117.5,W,amex,debit,0,gmail.com
30333,2026-02-07 02:46:01.653350,19.5,H,amex,credit,0,yahoo.com
30334,2026-02-07 02:45:01.653353,125.03,H,visa,credit,1,corporate.com
30335,2026-02-07 02:44:01.653356,50.16,W,amex,credit,0,gmail.com
30336,2026-02-07 02:43:01.653358,34.65,H,amex,credit,0,anon.net
30337,2026-02-07 02:42:01.653361,44.41,W,amex,debit,0,anon.net
30338,2026-02-07 02:41:01.653364,47.87,W,amex,debit,1,gmail.com
30339,2026-02-07 02:40:01.653366,136.83,W,amex,debit,0,gmail.com
30340,2026-02-07 02:39:01.653369,36.58,H,mastercard,debit,0,corporate.com
30341,2026-02-07 02:38:01.653372,28.92,R,mastercard,credit,0,gmail.com
30342,2026-02-07 02:37:01.653375,69.18,W,mastercard,debit,0,anon.net
30343,2026-02-07 02:36:01.653377,244.36,C,mastercard,credit,0,yahoo.com
30344,2026-02-07 02:35:01.653380,67.67,C,mastercard,credit,0,anon.net
30345,2026-02-07 02:34:01.653383,356.9,W,visa,credit,1,corporate.com
30346,2026-02-07 02:33:01.653385,100.66,H,visa,debit,0,corporate.com
30347,2026-02-07 02:32:01.653388,136.35,C,amex,debit,1,yahoo.com
30348,2026-02-07 02:31:01.653391,23.06,C,mastercard,credit,0,yahoo.com
30349,2026-02-07 02:30:01.653394,14.82,W,visa,credit,1,corporate.com
30350,2026-02-07 02:29:01.653396,92.9,W,mastercard,credit,1,corporate.com
